UPC,Store,price_ship_sum,cond,URL
VIP?043859629718,VIP?Fellowes Mfg Co.?8041701,169.99,New,https://www.ebay.com/itm/Fellowes-Desk-Mount-Dual-Monitor-Arm-Supports-24-Pounds-Black-8041701-NEW/333017457161?hash=item4d89632209:g:kvoAAOSw3-xdMNEZ
VIP?073555626902,VIP?Safco?6269,169.99,New,https://www.ebay.com/itm/Safco-Commercial-Steel-Shelving-Unit-6-Shelf-36wx18dx75h-Dark-Gray-6269-NEW/283340575333?hash=item41f86a1265:g:u9cAAOSwvapcPobG
VIP?073555666403,VIP?Safco?6664,169.99,New,https://www.ebay.com/itm/Safco-Diesel-Series-Industrial-Stool-w-back-Pewter-Leather-6664-NEW/283340575342?hash=item41f86a126e:g:mPQAAOSwTm1dM8lm
VIP?193028012688,VIP?Husqvarna?967867901,169.99,New,https://www.ebay.com/itm/Husqvarna-967867901-115iP4-Battery-Pole-Saw-Tool-Only-New/392342277720?hash=item5b596c0e58:g:vzYAAOSwKs1dMReW
VIP?086876157017,VIP?Rubbermaid Commercial?FG816088BEIG,170.00,New,https://www.ebay.com/itm/Rubbermaid-15-Gal-Round-Classic-Container-Beige-816088BG-NEW/282463787049?hash=item41c4275829:g:c-AAAOSwTbJdM6ga
VIP?086876157024,VIP?Rubbermaid Commercial?FG816088BLA,170.00,New,https://www.ebay.com/itm/Rubbermaid-15-Gal-Round-Classic-Container-Black-816088BK-NEW/391776604820?hash=item5b37b49294:g:3y8AAOSwdd5dM6gd
VIP?036000053227,VIP?WypAll?KCC 05322,170.47,New,https://www.ebay.com/itm/Kimberly-Clark-L10-Utility-Wipes-Pop-Up-Box-1ply-12x10-1-4-White-125-box-1/392216450537?hash=item5b51ec15e9:g:QKgAAOSwaSVcPoN8
VIP?841821011116,VIP?GreenWorks?20262,170.57,New,https://www.ebay.com/itm/Greenworks-40V-G-MAX-Li-Ion-12-Chain-Saw-Kit-20262-New/283820218776?hash=item421500d998:g:C1cAAOSwP9Jb6hD2
VIP?885911470902,VIP?DEWALT?DCB6062,249.99,New,https://www.ebay.com/itm/DEWALT-20V-60V-MAX-FLEXVOLT-6-Ah-Li-Ion-Battery-2-Pc-DCB606-2-New/392211843803?hash=item5b51a5cadb:g:6ecAAOSwGgddMECy
VIP?663126803575,VIP?ATD?80357,170.76,New,https://www.ebay.com/itm/ATD-2000-Lumen-LED-2-in-1-Under-Light-80357-New/282857259008?hash=item41db9b4000:g:GekAAOSwUsxdL7sF
VIP?042167600099,VIP?Alera?PA54-2820PY,169.19,New,https://www.ebay.com/itm/Alera-Two-Drawer-Metal-Pedestal-File-14-7-8wx19-1-8dx27-3-4h-Putty-PAFFPY-NEW/283340550956?hash=item41f869b32c:g:an4AAOSwNmddL6g-
VIP?073555963922,VIP?Safco?9639BL,170.99,New,https://www.ebay.com/itm/Safco-Open-Top-Dome-Receptacle-Round-Steel-15gal-Black-9639BL-NEW/392216457232?hash=item5b51ec3010:g:9DoAAOSwXVpdM8pT
VIP?034138305003,VIP?Quartet?305,171.12,New,https://www.ebay.com/itm/Quartet-Classic-Series-Cork-Bulletin-Board-60-X-34-Oak-Finish-Frame-305-NEW/283340571947?hash=item41f86a052b:g:Z9MAAOSwrHtcPoVk
VIP?089192122950,VIP?HON?HS30ABC.Q,171.25,New,https://www.ebay.com/itm/HON-Metal-Bookcase-Two-Shelf-34-1-2w-X-12-5-8d-X-29h-Light-Gray-S30ABCQ-NEW/392216449261?hash=item5b51ec10ed:g:6oMAAOSwvNddMRLO
VIP?885911204064,VIP?DEWALT?DCK211S2,171.35,New,https://www.ebay.com/itm/DEWALT-12V-MAX-Cordless-Lithium-Ion-Drill-Impact-Driver-Combo-Kit-DCK211S2-New/332058160462?hash=item4d50356d4e:g:xuQAAOSwrmRb42oi
VIP?012502525967,VIP?Brother?DR400,171.38,New,https://www.ebay.com/itm/Brother-DR400-Black-Drum-Cartridge-Laser-Printer-Unit-20-000-Page-Yield-New/283447831373?hash=item41feceab4d:g:KfkAAOSwOdldL9qY
VIP?045242296330,VIP?Milwaukee?2463-22,171.48,New,https://www.ebay.com/itm/Milwaukee-2463-22-M12-Li-Ion-3-8-in-Impact-Wrench-Kit-New/332212173729?hash=item4d59637ba1:g:wL4AAOSwQGVdMXjl
VIP?739268334236,VIP?TOTO?CT705ULN#01,171.77,New,https://www.ebay.com/itm/TOTO-Elongated-1-0-GPF-Floor-Mounted-Toilet-Bowl-Cotton-White-CT705ULN-01-New/333189917195?hash=item4d93aaaa0b:g:AzEAAOSwB5ddE8Gx
VIP?089301279001,VIP?Mr. Heater?F227900,171.99,New,https://www.ebay.com/itm/Mr-Heater-F227900-Forced-Air-Heater-New/392102050769?hash=item5b4b1a7bd1:g:nyUAAOSwiuxb4eJ3
VIP?042167923297,VIP?Alera?ALESW503618SR,171.99,New,https://www.ebay.com/itm/Alera-Industrial-HD-Wire-Shelving-Starter-Kit-4-Shelf-silver-SW503618SR-NEW/392216438514?hash=item5b51ebe6f2:g:tVoAAOSwfdxdL6nc
VIP?0026715203789,VIP?Broan?MD6TU,172.43,New,https://www.ebay.com/itm/Broan-Nutone-MD6TU-6-in-Make-Up-Air-Damper-w-Pressure-Sensor-New/333162897601?hash=item4d920e60c1:g:ysgAAOSwQjxdE7tr
VIP?885911380072,VIP?Dewalt?D25262K,172.62,New,https://www.ebay.com/itm/DEWALT-1-in-SDS-Durable-D-Handle-Rotary-Hammer-w-Kit-Box-D25262K-New/392254283288?hash=item5b542d5e18:g:mqYAAOSwraRdMDnx
VIP?019934128421,VIP?Gerber?D560944BNT,172.90,New,https://www.ebay.com/itm/Danze-D560944BNT-Sirius-Volume-Control-Trim-New/283414682612?hash=item41fcd4dbf4:g:eLQAAOSwraRdE71i
VIP?045242362455,VIP?Milwaukee?48111890,249.99,New,https://www.ebay.com/itm/Milwaukee-48-11-1890-M18-REDLITHIUM-HD-9-Ah-Li-Ion-Battery-1-Pc-New/392258260760?hash=item5b546a0f18:g:B6cAAOSww8ldMYt-
VIP?089191140368,VIP?HON?HVL693.SB11,172.99,New,https://www.ebay.com/itm/Basyx-Vl690-Series-Guest-Leather-Chair-Black-Leather-VL693SB11-NEW/283340555397?hash=item41f869c485:g:~AcAAOSwi3xcPn5O
VIP?034518011739,VIP?Homak?BL06030360,173.39,New,https://www.ebay.com/itm/Homak-BL06030360-Multipurpose-Service-Cart-New/283667423724?hash=item420be561ec:g:SmEAAOSwBsldw~bj
VIP?042167392758,VIP?Alera?ALEVN6119,173.44,New,https://www.ebay.com/itm/Alera-Veon-Series-Low-Back-Leather-Task-Chair-W-coil-Spring-Cushioning-Black-V/283508743000?hash=item4202701b58:g:D60AAOSwhVFdL6u0
VIP?686024122746,VIP?Innovera?IVR364ATMICR,173.65,New,https://www.ebay.com/itm/Innovera-Remanufactured-64am-High-Yield-Micr-Toner-Black-364ATMICR-NEW/392216449904?hash=item5b51ec1370:g:UdgAAOSwdx5dMTMd
VIP?043859642281,VIP?Fellowes Mfg Co.?4600001,173.69,New,https://www.ebay.com/itm/Fellowes-63cb-Light-Duty-Cross-Cut-Shredder-10-Sheet-4600001-NEW/392310054621?hash=item5b57805edd:g:o6cAAOSwwz9dMM8m
VIP?088381076951,VIP?Makita?5007MGA,173.95,New,https://www.ebay.com/itm/Makita-5007MGA-7-1-4in-Magnesium-Circular-Saw-w-LED-Light-Electric-Brake-New/282406466473?hash=item41c0bcb3a9:g:20oAAOSwHglb4dRX
VIP?000346457926,VIP?Bosch?25618-02,173.99,New,https://www.ebay.com/itm/Bosch-18V-Li-Ion-1-4-Impact-Driver-w-SlimPack-Batteries-25618-02-New/283789601577?hash=item42132dab29:g:WhQAAOSwBHJdL9~m
VIP?086876176636,VIP?Rubbermaid Commercial?FG9W2700BLUE,173.99,New,https://www.ebay.com/itm/Rubbermaid-50-Gallon-Plastic-Rollout-Container-Blue-9W27BLU-NEW/333017475745?hash=item4d89636aa1:g:FmcAAOSwA~pdM6mG
VIP?045242155880,VIP?Milwaukee?6088-30,174.34,New,https://www.ebay.com/itm/Milwaukee-7-in-9-in-Large-Angle-Grinder-w-Lock-On-Button-6088-30-New/282527587860?hash=item41c7f4de14:g:lB8AAOSwOSddMaI1
VIP?885911510844,VIP?DEWALT?DCG413B,get_the_price() exception. (is it a bug),New,https://www.ebay.com/itm/DEWALT-4-5-in-115-mm-Angle-Grinder-w-Brake-New-DCG413B-Tool-Only/332385240339?hash=item4d63b44513:g:Hc8AAOSwv8xdMEcQ
VIP?051141959757,VIP?Scotch?TL1306,174.62,New,https://www.ebay.com/itm/3M-Pro-12-1-2-Thermal-Laminator-6-Mil-Maximum-Document-Thickness-TL1306-NEW/392592954881?hash=item5b685d1601:g:Z9gAAOSwk75dNByw
VIP?739268159549,VIP?TOTO?C744EL#11,174.99,New,https://www.ebay.com/itm/TOTO-Drake-Elongated-Floor-Mount-Toilet-Bowl-Colonial-White-C744EL-11-New/333239887205?hash=item4d96a52565:g:beoAAOSwkIRdE8GS
VIP?885911677202,VIP?DEWALT?DCG405B,249.99,New,https://www.ebay.com/itm/DEWALT-DCG405B-20V-MAX-4-5-in-Angle-Grinder-w-Kickback-Brake-Tool-Only-New/392746361471?hash=item5b7181e27f:g:2xoAAOSwS3dehHH5
VIP?885911528641,VIP?DEWALT?DWS535B,get_the_price() exception. (is it a bug),New,https://www.ebay.com/itm/DEWALT-7-1-4-in-Worm-Drive-Circular-Saw-with-Electric-Brake-DWS535B-New/283507136486?hash=item42025797e6:g:pJYAAOSwEDxdMHS5
VIP?095992097152,VIP?Lincoln Industrial?83753,174.99,New,https://www.ebay.com/itm/Lincoln-Industrial-3-8-in-x-50-ft-Retractable-Air-Hose-Reel-83753-New/282802303139?hash=item41d854b0a3:g:Jq0AAOSwC8FdMWlF
VIP?080926754348,VIP?Streamlight?75434,174.99,New,https://www.ebay.com/itm/Streamlight-Stinger-LED-HL-Rechargeable-Flashlight-Kit-Black-75434-NEW/332514292762?hash=item4d6b65741a:g:h2EAAOSwNj5dM~iP
VIP?658701023431,VIP?DeVilbiss?802343,174.99,New,https://www.ebay.com/itm/DeVilbiss-StartingLine-Complete-Auto-Painting-Priming-Kit-802343-New/282802442758?hash=item41d856d206:g:NWIAAOSwKe1dMDgN
VIP?095691411556,VIP?Ridgid?41155,229.99,New,https://www.ebay.com/itm/Ridgid-Replacement-Chain-Assembly-for-BC-810-Bench-Yoke-Vise-41155-NEW/283409936914?hash=item41fc8c7212:g:cJUAAOSwbERdM7lY
VIP?686024991267,VIP?Quipall?4-1-SILTWN-AL,174.99,New,https://www.ebay.com/itm/Quipall-4-1-SILTWN-AL-4-6-Gal-1-HP-Twin-Stack-Oil-Free-Compressor-New/392471798033?hash=item5b61246111:g:FNgAAOSw7D5dnbq0
VIP?042167600037,VIP?Alera?PA53-2820BL,174.99,New,https://www.ebay.com/itm/Alera-Three-Drawer-Metal-Pedestal-File-14-7-8wx19-1-8dx27-3-4h-Black-PABBFBL-NEW/392216438394?hash=item5b51ebe67a:g:060AAOSwZbNdL6f~
VIP?089191227533,VIP?HON?HMTS01.EA11,174.99,New,https://www.ebay.com/itm/HON-Medical-Exam-Stool-Without-Back-24-1-4-X-27-1-4-X-22-Black-MTS01EA11-NEW/283340566112?hash=item41f869ee60:g:4XgAAOSwQmhdMRKG
VIP?0034138670804,VIP?Quartet?670S,174.99,New,https://www.ebay.com/itm/Quartet-Wall-Or-Ceiling-Projection-Screen-70x70-White-Black-Matte-670S-NEW/333017471390?hash=item4d8963599e:g:ugYAAOSw0RddM50p
VIP?048011140018,VIP?3M?14001,174.99,New,https://www.ebay.com/itm/3M-Troubleshooter-Baseboard-Stripper-21oz-Aerosol-12-carton-14001-NEW/283340577501?hash=item41f86a1add:g:9ZgAAOSwN11cPofC
VIP?045242538706,VIP?Milwaukee?49-16-28CS,get_the_price() exception. (is it a bug),New,https://www.ebay.com/itm/Milwaukee-49-16-28CS-SWITCH-TANK-4-Gal-Concrete-Sprayer-Tank-Assembly-New/283519686348?hash=item42031716cc:g:Xd8AAOSwjgZdB-9d
VIP?034138101018,VIP?Quartet?101EL,175.02,New,https://www.ebay.com/itm/Quartet-Ultima-Presentation-Easel-27-X-34-White-Surface-Black-Frame-101EL-NEW/283340571872?hash=item41f86a04e0:g:zjMAAOSwJ9RdM5wP
VIP?0042167600044,VIP?Alera?PA53-2820LG,175.45,New,https://www.ebay.com/itm/Alera-PABBFLG-High-Quality-3-Drawer-Mobile-Pedestal-File-Light-Gray-New/283340550943?hash=item41f869b31f:g:kI8AAOSwxmldL6gW
VIP?937357200619,VIP?Autel?MV400-55,175.95,New,https://www.ebay.com/itm/Autel-5-5mm-Lithium-Ion-Digital-Inspection-Camera-MV400-55-New/283370210248?hash=item41fa2e43c8:g:mdEAAOSwE0tdL71g
VIP?613364044032,VIP?Sunex?2851,175.99,New,https://www.ebay.com/itm/Sunex-Tools-2851-12-Pc-1-2-in-Drive-Impact-Socket-Set-New/333346969886?hash=item4d9d07191e:g:~RwAAOSwQpNdk1QY
VIP?042167392734,VIP?Alera?ALEEL42B04,175.99,New,https://www.ebay.com/itm/Alera-Mesh-Mid-Back-Swivel-tilt-Chair-Black-white-EL42B04-NEW/333017434970?hash=item4d8962cb5a:g:Q2YAAOSwsVpdL6S~
VIP?885911605618,VIP?Black & Decker?HFEK620J,175.99,New,https://www.ebay.com/itm/Black-Decker-HFEK620J-24V-3-in-1-Stick-Vacuum-New/392342049133?hash=item5b5968916d:g:FccAAOSw3nhdL8a5
VIP?0042167600020,VIP?Alera?PA53-2820CH,176.15,New,https://www.ebay.com/itm/Alera-3-Drawer-Metal-Pedestal-File-14-7-8wx19-1-8dx27-3-4h-Charcoal-PABBFCH-NEW/392216438405?hash=item5b51ebe685:g:rg0AAOSwRSddL6gE
VIP?080926754805,VIP?Streamlight?75480,176.20,New,https://www.ebay.com/itm/Streamlight-Stinger-LED-HL-Rechargeable-Flashlight-w-Charger-Orange-75480-NEW/391958099110?hash=item5b4285f4a6:g:AxIAAOSwlJBb4K~d
VIP?080926754843,VIP?Streamlight?75484,176.20,New,https://www.ebay.com/itm/Streamlight-Stinger-LED-HL-Rechargeable-Flashlight-w-Charger-Red-75484-NEW/332514292902?hash=item4d6b6574a6:g:-9gAAOSwkWFdM~j7
VIP?719934412031,VIP?Gerber?D222562,get_the_price() exception. (is it a bug),New,https://www.ebay.com/itm/Danze-Mid-Town-1-2-GPM-Single-Handle-Lavatory-Faucet-Chrome-D222562-New/283324651774?hash=item41f77718fe:g:4HwAAOSwtNFdE70s
VIP?086876052596,VIP?Rubbermaid Commercial?FG614600RED,176.99,New,https://www.ebay.com/itm/Rubbermaid-23-Gal-Step-On-Waste-Container-Red-6146RED-New/283134442875?hash=item41ec20bd7b:g:ET4AAOSwwZxb4KFA
VIP?051131165557,VIP?3M?16555,176.99,New,https://www.ebay.com/itm/3M-PPS-Sun-Gun-II-Ni-MH-Battery-Pack-16555-New/283676483569?hash=item420c6f9ff1:g:Ub0AAOSw-phc1MA~
VIP?669762230997,VIP?NOVA?23099,177.00,New,https://www.ebay.com/itm/NOVA-SuperNOVA2-Chuck-30th-Anniversary-Bundle-with-Case-23099-New/282902390327?hash=item41de4be637:g:BmcAAOSwyy5dMeUR
VIP?088381842648,VIP?Makita?XLC02R1B,get_the_price() exception. (is it a bug),New,https://www.ebay.com/itm/Makita-18V-2-0-Ah-Cordless-Vacuum-XLC02R1B-New/392774946800?hash=item5b73360ff0:g:olYAAOSwqG5dMcgN
VIP?741474602801,VIP?SENCO?4G0001N,get_the_price() exception. (is it a bug),New,https://www.ebay.com/itm/Senco-4G0001N-FinishPro42XP-XtremePro-15-Gauge-Oil-Free-Angled-Finish-Nailer-New/332019742174?hash=item4d4deb35de:g:TfcAAOSwg6ldM89L
VIP?663126311667,VIP?ATD?31166,177.99,New,https://www.ebay.com/itm/ATD-3-8-in-x-50-ft-Retractable-Air-Hose-Reel-31166-New/283431475571?hash=item41fdd51973:g:GXAAAOSwOQJdL7Sa
VIP?045242500758,VIP?Milwaukee?49569290,get_the_price() exception. (is it a bug),New,https://www.ebay.com/itm/Milwaukee-10pc-Carbide-Teeth-Kit-49-56-9290-New/392306548622?hash=item5b574adf8e:g:OYwAAOSwNCRdMZ9q
VIP?086876224504,VIP?Rubbermaid Commercial?1883606,177.99,New,https://www.ebay.com/itm/Rubbermaid-Slim-Jim-Resin-Step-On-Container-Front-Step-24-Gal-Gray-1883606-NEW2/283934693193?hash=item421bd39749:g:pQsAAOSwxfxe~cTo
VIP?663023099507,VIP?Ingersoll Rand?529,177.99,New,https://www.ebay.com/itm/Ingersoll-Rand-Low-Vibe-Air-Reciprocating-Saw-529-New/282802282852?hash=item41d8546164:g:lUMAAOSwTaFdMS9c
VIP?0042167600013,VIP?Alera?PA53-2820PY,177.99,New,https://www.ebay.com/itm/Alera-Three-Drawer-Metal-Pedestal-File-14-7-8wx19-1-8dx27-3-4h-Putty-PABBFPY-NEW/283340550947?hash=item41f869b323:g:01UAAOSwtcBdL6gb
VIP?669762004437,VIP?NOVA?47050,178.15,New,https://www.ebay.com/itm/Nova-Comet-II-Stand-Accessory-47050-New/333592348767?hash=item4daba7485f:g:~E8AAOSw2pFesqut
VIP?719934412482,VIP?Gerber?D225018BS,get_the_price() exception. (is it a bug),New,https://www.ebay.com/itm/Danze-D225018BS-Vaughn-1H-Single-Hole-1-2-GPM-Lav-Faucet-Satin-Black-New/333621610612?hash=item4dad65c874:g:ZroAAOSwCgRe4LxV
VIP?885911534239,VIP?Dewalt?DCL079B,get_the_price() exception. (is it a bug),New,https://www.ebay.com/itm/DEWALT-20V-MAX-Cordless-Tripod-Light-Tool-Only-DCL079B-New/282872452485?hash=item41dc831585:g:ilEAAOSwz5pdwqUG
VIP?827518001172,VIP?Detail K2?BCR490,194.60,New,https://www.ebay.com/itm/Detail-K2-BCR490-Hitch-Mounted-Bicycle-Carrier-New/392250989652?hash=item5b53fb1c54:g:AhUAAOSw635ceXyT
VIP?019934039932,VIP?Gerber?D305658T,239.99,New,https://www.ebay.com/itm/Danze-2-Handle-Roman-Tub-Faucet-Chrome-D305658T-New/283470065536?hash=item420021ef80:g:GSYAAOSwjgZdE71G
VIP?885911491679,VIP?DEWALT?DCF890B,178.99,New,https://www.ebay.com/itm/DEWALT-DCF890B-20V-MAX-XR-3-8-in-Compact-Impact-Wrench-Tool-Only-New/283615025693?hash=item4208c5da1d:g:-icAAOSwEutdfhaE
VIP?042167385910,VIP?Alera?ALEFZ41LS10B,178.99,New,https://www.ebay.com/itm/Alera-Alera-Fraze-Series-High-Back-Swivel-tilt-Chair-Black-Leather-FZ41LS10B-NEW/333017435044?hash=item4d8962cba4:g:O4gAAOSw-ixdL6Yu
VIP?885911593175,VIP?DEWALT?DCD709C2,179.00,New,https://www.ebay.com/itm/DEWALT-DCD709C2-ATOMIC-20V-MAX-1-2-in-Hammer-Drill-Kit-New/392345087653?hash=item5b5996eea5:g:QXAAAOSwAH1dMEJP
VIP?885911481557,VIP?Dewalt?DCK277C2,get_the_price() exception. (is it a bug),New,https://www.ebay.com/itm/DEWALT-20V-MAX-1-5-Ah-Li-Ion-Compact-BL-Drill-Impact-Driver-Kit-DCK277C2-New/333202786841?hash=item4d946f0a19:g:1pQAAOSwz~JdME8S
VIP?045242521197,VIP?Milwaukee?2555-20,179.00,New,https://www.ebay.com/itm/Milwaukee-2555-20-M12-FUEL-Li-Ion-1-2-in-Stubby-Impact-Wrench-BT-New/283169873750?hash=item41ee3d5f56:g:L8UAAOSwY7ZdMXsb
VIP?045242521173,VIP?Milwaukee?255420,179.00,New,https://www.ebay.com/itm/Milwaukee-M12-FUEL-Li-Ion-3-8-in-Stubby-Impact-Wrench-2554-20-New-Tool-Only/332812820265?hash=item4d7d309f29:g:ECsAAOSw5BpdMXsG
VIP?045242508822,VIP?Milwaukee?2556-20,179.00,New,https://www.ebay.com/itm/Milwaukee-2556-20-M12-FUEL-Li-Ion-1-4-in-Ratchet-BT-New/391910536709?hash=item5b3fb03605:g:S~gAAOSwLmhdMXtH
VIP?045242286324,VIP?Milwaukee?2441-21,179.00,New,https://www.ebay.com/itm/Milwaukee-2441-21-M12-Li-Ion-10-oz-Caulk-and-Adhesive-Gun-Kit-New/332160815381?hash=item4d5653d115:g:AJEAAOSwFYZb4Nfz
VIP?045242541010,VIP?Milwaukee?272320,179.00,New,https://www.ebay.com/itm/Milwaukee-2723-20-M18-FUEL-Li-Ion-Compact-Router-Tool-Only-New/392647744162?hash=item5b6ba11aa2:g:8~YAAOSwKpNeJtvX
VIP?045242521159,VIP?Milwaukee?255220,179.00,New,https://www.ebay.com/itm/Milwaukee-2552-20-M12-FUEL-Li-Ion-1-4-in-Stubby-Impact-Wrench-BT-New/332815226980?hash=item4d7d555864:m:mN2R7m5SNrq6p0a_lFSq7Zg
